19XFA1F25AE995910,2002,Audi,TT,Falls Church,VA
YV126MFB0F1121891,2012,Chevrolet,Camaro,San Bernardino,CA
1FAHP3EN5BW457672,2007,Aston Martin,V8 Vantage,Richmond,VA
WVWAB7AJ2CW192098,2011,Ford,Expedition,Long Beach,CA
5NPDH4AE7DH705270,2004,Cadillac,DeVille,San Jose,CA
1G6AG5RX2E0944874,1994,Lexus,GS,Houston,TX
JH4DC538X5S259497,2008,Saab,9-3,Austin,TX
JTDKTUD30DD883754,2010,Toyota,Matrix,Albany,NY
WAUEF98E86A311281,1995,Eagle,Talon,Palm Bay,FL
1N6AA0CA1FN613484,2009,Cadillac,Escalade ESV,Charleston,SC
1N4AL3AP6EC325174,1989,Maserati,430,Wichita,KS
1G4GB5GR4CF956251,2002,BMW,5 Series,Pasadena,CA
1FTEX1CM6DF755417,2009,Toyota,Prius,Gainesville,FL
5N1AA0NC4CN140866,2011,Suzuki,SX4,Tucson,AZ
WAUKD98P46A390250,2007,Mazda,MX-5,Springfield,IL
WAUKG78E65A151601,2003,Infiniti,M,Carlsbad,CA
5FRYD3H63EB748900,2006,Hummer,H3,Spring Hill,FL
JTEBU5JR5B5217973,2012,Jeep,Patriot,Mountain View,CA
2G4GK5EX7E9154306,2005,Suzuki,Verona,Omaha,NE
YV4952CF5B1650683,2001,Isuzu,VehiCROSS,Boston,MA
1FTEW1CW8AK823479,2012,Jaguar,XF,Des Moines,IA
5N1AR2MM7EC983442,1999,Ford,Crown Victoria,Fresno,CA
2FMDK3KC2AB821775,2005,Nissan,Murano,Lakewood,WA
YV126MFC1F1854704,2010,BMW,M5,Washington,DC
1D7RB1CT3BS148783,1993,Honda,Civic,Denver,CO
WBA6B4C50FD869831,2001,Jaguar,XK Series,Sacramento,CA
ML32A3HJ8EH484662,1978,Chevrolet,Corvette,Greensboro,NC
WUARL48H79K548565,2003,Mitsubishi,Eclipse,Utica,NY
JN8AZ1MU2DW439396,1995,Oldsmobile,Silhouette,Winston Salem,NC
WBAGN63544D602549,2007,Chevrolet,Silverado,Zephyrhills,FL
1HGCR2E37FA402300,1993,Nissan,Maxima,Midland,TX
WAUDFBFL1AN668131,1990,Pontiac,LeMans,Kansas City,MO
1G6AM5SX8D0902372,2006,Ford,Explorer Sport Trac,Kalamazoo,MI
1G4GB5GG7AF402956,1995,Chevrolet,G-Series G20,Milwaukee,WI
JN1BY1AR3FM132677,2007,Lexus,SC,New York City,NY
3D73Y3CL6AG034007,2003,Dodge,Ram 2500,Los Angeles,CA
JHMZE2H74ES704976,1997,Honda,Odyssey,Nashville,TN
JN8AZ1MU3DW736001,1997,Chevrolet,Venture,Norcross,GA
WP0CA2A82DS757664,2004,Audi,A6,Cincinnati,OH
WVGEF9BP1ED508069,1996,Ford,Windstar,Terre Haute,IN
JH4DC43641S874176,1995,Oldsmobile,Ciera,Roanoke,VA
WBA3R1C5XFK783287,1963,Ford,E-Series,Pittsburgh,PA
4A4AP3AU0EE939011,2009,Dodge,Ram 2500,Trenton,NJ
WAUKH94F67N899302,1997,GMC,Suburban 1500,Muncie,IN
KL4CJGSB0EB902963,2007,Volvo,V50,Lafayette,LA
19XFB2F56DE561660,2005,Dodge,Caravan,Arlington,VA
3VW467AT8DM086515,2011,Chevrolet,Suburban,Huntington,WV
WA1DMAFP5EA300872,1997,Pontiac,Bonneville,Norwalk,CT
3N1AB6AP7BL337397,1999,Chrysler,Cirrus,Ridgely,MD
WAUCFAFH8AN800237,1987,Porsche,911,Birmingham,AL
1FTEX1E80AF749611,2011,Jeep,Patriot,Washington,DC
5N1AR1NB1CC305726,1987,Buick,Riviera,Madison,WI
WAUDL94F55N570014,1994,Chevrolet,Corsica,Dayton,OH
4T1BD1EB6EU260010,2007,Volkswagen,Rabbit,Richmond,VA
5FPYK1F24BB993610,2003,Chevrolet,Express 1500,Topeka,KS
1NXBU4EE6AZ816564,2001,Kia,Spectra,San Diego,CA
1FTEW1CF0FK408843,2005,Chevrolet,Blazer,Miami,FL
WA1WYBFE7AD497506,1992,Porsche,968,Lafayette,LA
JTHBW1GG7D2775159,2012,Nissan,370Z,Houston,TX
WBA3V7C5XF5232788,1999,Plymouth,Grand Voyager,Seattle,WA
WBSPM9C55BE885633,2004,Porsche,911,Birmingham,AL
3VW1K7AJ7FM553486,1995,GMC,3500 Club Coupe,Columbus,GA
WBABW33405P760464,2005,Volvo,S60,Indianapolis,IN
WBAGK93461D343026,1998,Lexus,ES,Monroe,LA
WA1CGAFE4FD736548,2005,Cadillac,DeVille,Nashville,TN
WVWGU9AN6BE063871,2008,Mazda,Mazdaspeed 3,Hartford,CT
SCFFDCBD4BG219121,2010,Kia,Forte,Lincoln,NE
4T1BF3EK9AU122591,1999,Mercury,Villager,Richmond,CA
JM3TB2MA2A0557765,2006,Ford,Freestar,Palmdale,CA
1G6DA67V280235128,2006,GMC,Sierra 2500,Vancouver,WA
5UXFG8C55AL967195,1998,Oldsmobile,LSS,Madison,WI
WBAYF8C56FD412929,1994,Eagle,Vision,Milwaukee,WI
5FPYK1F47DB703266,2008,Lexus,GX,Saint Paul,MN
SALGR2WF3EA666999,1993,GMC,3500,Bethesda,MD
JH4CL96994C296170,1985,Volkswagen,Cabriolet,Miami,FL
JN1AY1AP1BM703880,1992,Chevrolet,Sportvan G10,Charleston,SC
WBABS33403J399815,2002,Dodge,Ram 2500,Rochester,NY
JTDKN3DU1F0722496,1984,Pontiac,Grand Prix,Pinellas Park,FL
3D7LT2ET9BG749001,2003,Mercury,Grand Marquis,Las Cruces,NM
3VW467AT4DM572240,1986,Mitsubishi,Cordia,Charleston,WV
SAJWA0FB0CL022729,1999,Chevrolet,3500,San Diego,CA
JN1BY1AP6FM960060,1995,Audi,riolet,Spokane,WA
WBAUN13568V392557,1994,Geo,Prizm,Topeka,KS
WAUAF98E85A992667,2010,Ferrari,599 GTB Fiorano,Modesto,CA
1FMCU9E77AK983513,2009,Nissan,Armada,Stockton,CA
WBAWC33548P335062,2001,Toyota,RAV4,Monroe,LA
JM1NC2PF3F0070510,2005,Aston Martin,Vanquish S,Dallas,TX
1D7RB1CP9AS294445,1999,Mazda,626,Wilkes Barre,PA
1G4GL5E35CF862133,2011,Kia,Sportage,Gastonia,NC
WVGAV7AXXCW749928,2009,BMW,5 Series,Chicago,IL
JN8AS5MT1AW379836,2010,Maserati,Quattroporte,Corpus Christi,TX
KNADH4A3XB6036253,1995,Volvo,960,Albany,NY
SAJWA4EC0CM686430,2009,Jeep,Commander,Buffalo,NY
5UXFG2C55CL305441,1992,Infiniti,M,Raleigh,NC
WBSBL93456P282020,1997,Dodge,Caravan,Palm Bay,FL
5FPYK1F23BB665790,1985,Plymouth,Voyager,Milwaukee,WI
JM1NC2LF0D0324757,2008,Jeep,Liberty,Austin,TX
3GYEK63N83G570302,2005,BMW,Z4,Reno,NV
WAUAF48H19K718191,1998,Land Rover,Range Rover,Winston Salem,NC
WAULFAFH3BN552075,1994,Chevrolet,Corvette,Akron,OH
YV4960BZ3A1680986,1986,Audi,5000S,West Palm Beach,FL
WAUWFAFH9EN446456,1999,Plymouth,Prowler,Washington,DC
WBA3N3C5XEK715318,2009,Mercedes-Benz,GL-Class,San Jose,CA
5TDBM5G11CS768791,2012,McLaren,MP4-12C,Washington,DC
SCBBP9ZA1BC972375,2007,Chevrolet,Malibu,Sacramento,CA
KMHHT6KD8CU524664,2012,Lexus,IS-F,Beaverton,OR
YV1902FH4D1654459,1997,Honda,Passport,Birmingham,AL
1D7CW2BK0AS282030,2009,Scion,xB,Akron,OH
WAUPFAFM7CA818706,2012,Lexus,CT,San Diego,CA
3VW4S7AT6EM415564,2006,Lamborghini,Gallardo,San Diego,CA
5J8TB4H53FL081678,2009,Cadillac,Escalade ESV,Salt Lake City,UT
5N1AA0NE9EN422053,1994,Pontiac,Firefly,Colorado Springs,CO
1FTEX1CM0DK141549,1985,Buick,Regal,Billings,MT
JN8AZ2KR5BT730073,1963,Ford,E-Series,Salt Lake City,UT
KL4CJDSBXEB955703,1992,GMC,3500,Paterson,NJ
WA1UFAFL3FA765983,2011,Volvo,C70,Chicago,IL
NM0AE8F70F1359678,1996,Jeep,Cherokee,Wilmington,DE
4F2CY0C74AK331698,1987,Buick,Regal,Las Vegas,NV
3D7LT2ET5AG396531,1998,BMW,M3,Miami,FL
WUARU98E97N373831,2006,Ford,Focus,Toledo,OH
3LNHL2GC0AR148815,1997,Pontiac,Grand Am,Glendale,AZ
SAJWA6FC3E8663004,2010,Dodge,Charger,Fresno,CA
WUADNAFGXAN349235,1992,Toyota,MR2,Houston,TX
WAUSF98E86A156668,1995,Buick,Regal,Des Moines,IA
WBAUP93589V934641,2001,GMC,Yukon XL 2500,Houston,TX
JA4AD2A34EZ196664,2008,Land Rover,LR2,Minneapolis,MN
5GADV33L25D088061,1992,Chevrolet,Beretta,Gainesville,GA
WAUPL58E55A122600,2009,Volvo,S60,Arlington,TX
WAUAH94F96N362093,1998,Isuzu,Hombre,Racine,WI
5NPEB4AC8BH602084,1989,Suzuki,Swift,Columbus,GA
19XFB2E5XDE268345,1996,Chevrolet,G-Series 1500,Chattanooga,TN
3VW4A7AT4DM683661,1993,Isuzu,Space,New Orleans,LA
1GYFK33239R906214,2006,Ford,Mustang,Saint Petersburg,FL
KNDMA5C12F6611766,1984,Mazda,GLC,Fresno,CA
WBADW3C5XDE709842,1986,Buick,Skylark,Akron,OH
WBXPA73494W721667,1995,Toyota,Camry,Augusta,GA
2G4GT5GC9B9663672,2010,Jeep,Wrangler,Saint Paul,MN
2C3CDXFG0EH250943,1989,Citroën,CX,Evansville,IN
5UMCL93432L262499,2001,Hyundai,XG300,Jamaica,NY
2T1KE4EE1CC891352,1990,Buick,Coachbuilder,Long Beach,CA
5J6YH1H32BL220588,1995,Audi,riolet,Mesa,AZ
3C6TD5HT6CG015994,1996,Volkswagen,Golf,Roanoke,VA
3D73M4CLXAG530817,1992,Volkswagen,GTI,Washington,DC
5FPYK1F2XCB453647,1995,Mercury,Mystique,Henderson,NV
WBAEK73454B568825,2008,Volkswagen,Touareg,Santa Monica,CA
YV4902DZ0E2621419,1986,Ford,LTD Crown Victoria,Davenport,IA
1GYS3JEFXBR092620,1995,BMW,7 Series,Hollywood,FL
NM0AE8F72F1014331,2001,Jeep,Wrangler,Springfield,IL
3C63D3DL1CG363163,2003,Mazda,MX-5,Oceanside,CA
3N1BC1AP9AL687598,1966,Pontiac,Bonneville,Austin,TX
1FTKR1AD4BP848556,1996,Honda,Civic,Dallas,TX
WBADT434X1G975741,2002,Honda,Pilot,Mountain View,CA
JTDBT4K33B4042821,2008,Chevrolet,Express 1500,Philadelphia,PA
5N1AT2MK1EC550912,1992,Mercedes-Benz,500E,Fort Wayne,IN
5FRYD3H64FB485723,2004,Kia,Amanti,Charlotte,NC
WBAWL73597P452383,1996,Honda,Accord,San Diego,CA
JTHBB1BA9B2388205,2003,Toyota,Sequoia,Philadelphia,PA
KNDPB3A20C7121911,2006,BMW,550,San Antonio,TX
KNADH4A30A6034915,2002,Mitsubishi,Challenger,Naples,FL
2FMHK6CC9AB732948,2005,Lincoln,Aviator,Atlanta,GA
WAURFAFRXAA482891,2009,Mitsubishi,Galant,Milwaukee,WI
KNADM4A37C6363514,1998,Volvo,C70,Buffalo,NY
WBABN53401J051593,2002,Chevrolet,Blazer,Dayton,OH
KM8JT3AC3AU612401,1992,Mitsubishi,Eclipse,San Jose,CA
1FADP5CU5FL739497,1990,Ford,Aerostar,Sioux Falls,SD
WA1CFAFPXEA076715,2009,Mercury,Sable,Carol Stream,IL
WAUMFAFLXCA906269,2008,Ford,F450,Dallas,TX
KNAFU6A29A5419273,2002,Ford,E-Series,Shreveport,LA
JM1NC2MF2D0365518,2007,Audi,A4,Charleston,SC
SCFFDABM5EG567938,2003,Toyota,Highlander,White Plains,NY
JH4CU2F6XEC061739,1999,Hummer,H1,Washington,DC
WDDEJ9EB6DA031857,2001,Chevrolet,Cavalier,Fort Wayne,IN
4F2CY0C73BK621318,1993,Pontiac,Sunbird,Orlando,FL
5TDDCRFH3FS061035,2009,Saturn,Outlook,Houston,TX
3VWML7AJ3EM540629,2005,Mitsubishi,Lancer,Houston,TX
WA1AM94L19D242183,2012,Chevrolet,Express,Birmingham,AL
1GYS3JKJ9FR113987,2003,Chrysler,Town & Country,Huntington,WV
2V4RW3D14AR087165,1986,Subaru,XT,Miami,FL
5FRYD3H90GB584521,2004,BMW,545,Lubbock,TX
1G6DP1E35D0029279,2011,Nissan,Leaf,Shreveport,LA
5UXWX7C57F0908684,1977,MG,MGB,Charlotte,NC
WDDGF4HB9DA839323,1997,Dodge,Avenger,Lubbock,TX
3FAHP0CG7CR661915,2009,Volkswagen,GTI,Las Vegas,NV
WBADN63483G692960,2007,Bentley,Continental GT,Newark,NJ
TRUSX28N711738332,2003,Lexus,ES,Huntsville,TX
5UXFE83548L475211,2012,Volkswagen,Tiguan,Corpus Christi,TX
JN8AF5MR1DT609941,2011,Mitsubishi,Galant,Oklahoma City,OK
JN8AE2KP0D9557864,1999,Pontiac,Grand Prix,Sarasota,FL
WBS3R9C55FF104917,2002,Mercedes-Benz,CLK-Class,Wichita,KS
1GYS3FEJ4DR377012,1984,Lincoln,Continental,Miami,FL
WBAAV334X1F793082,2003,Ford,Explorer Sport,Rochester,NY
WBABN534X2J166803,2012,Jeep,Compass,Washington,DC
2HKRM3H39FH133881,1993,Cadillac,DeVille,Norwalk,CT
5N1AT2ML0FC168820,2013,Toyota,Land Cruiser,Grand Rapids,MI
WBAUP7C57BV722839,2004,BMW,7 Series,Columbia,MO
19XFA1E37AE813411,1989,Mercury,Tracer,College Station,TX
2G61S5S37E9035394,1995,Ford,Aspire,Green Bay,WI
WAUGFAFR7AA581210,1993,Saab,9000,Durham,NC
1GKS2FFJ1BR912368,2009,Bentley,Brooklands,Waterbury,CT
3C3CFFER4FT648317,1988,Mitsubishi,L300,El Paso,TX
JN8AZ1MU0CW385966,2011,Chevrolet,Silverado 3500,Harrisburg,PA
1B3AZ6EZ3AV418319,1990,Volkswagen,GTI,El Paso,TX
1D4PU6GX7AW775874,2011,Rolls-Royce,Phantom,Toledo,OH
1GYUCJEF5AR446101,2006,Ford,Ranger,Chicago,IL
5N1AZ2MG3FN020568,2003,Toyota,MR2,Anniston,AL
JTEBU5JR6F5642785,1995,Volkswagen,Eurovan,Buffalo,NY
WAUEKBFBXAN046456,2002,Pontiac,Grand Am,Jacksonville,FL
1G6DA1E34D0710888,2001,Mercedes-Benz,SL-Class,Longview,TX
3D7TP2CT1BG201565,1995,Oldsmobile,Ciera,Fort Worth,TX
WAUJT54B23N874178,1990,Ford,LTD Crown Victoria,Sacramento,CA
YV4902DZ2D2124886,1992,Dodge,Ram 50,Huntington Beach,CA
SAJWA4DC7DM597781,1991,Mercedes-Benz,S-Class,Cincinnati,OH
WBAEA5C54AC909217,2002,Ford,ZX2,Vancouver,WA
2C4RDGEG7CR012652,1993,Dodge,D250,Milwaukee,WI
SCBCR7ZA3AC109708,1989,Pontiac,Sunbird,Everett,WA
WAUEF98E37A958978,1990,Pontiac,Turbo Firefly,Kansas City,KS
1C4SDHCT7DC463291,2009,Chrysler,Town & Country,Syracuse,NY
WAUCFAFH0FN636652,1985,Buick,LeSabre,Cleveland,OH
2C3CDXFG8FH329214,2006,Pontiac,Grand Prix,Oakland,CA
4USCK73482L807263,2002,Mazda,Tribute,Gainesville,FL
3N6CM0KNXFK947040,2005,Mitsubishi,Lancer Evolution,Memphis,TN
KMHHU6KJ2FU105717,1998,Buick,LeSabre,Charleston,WV
YV440MBD5F1828344,2005,Dodge,Grand Caravan,New York City,NY
3GYFK66N04G855285,2002,Acura,RSX,Madison,WI
YV1672MC3CJ677638,1997,Lexus,LX,Hicksville,NY
1GKMCCE38AR613739,2010,Chevrolet,Silverado 3500,Charleston,SC
2HNYD28487H363253,1992,Land Rover,Range Rover,Honolulu,HI
WBASN4C58CC915896,2005,Volkswagen,Passat,Akron,OH
WBAGH83421D454892,2002,Honda,Accord,Metairie,LA
WAUVC68E03A760229,2010,Chevrolet,Express 2500,Palo Alto,CA
5N1CR2MM7EC869014,2001,Hyundai,Sonata,Grand Rapids,MI
2T1BU4EE6BC666975,1994,GMC,Sonoma Club Coupe,Asheville,NC
WP0AA2A96CS573276,2007,Scion,tC,Valley Forge,PA
JN8AE2KP5D9423769,1991,Volkswagen,Jetta,Conroe,TX
WA1LGBFE3DD906305,2002,Ford,Explorer Sport,Los Angeles,CA
1G4PT5SV2D4231827,2008,Saab,9-5,Charlotte,NC
WBAVC93558K379101,1998,Infiniti,QX,Houston,TX
KMHHT6KD7EU389678,2012,Audi,A3,Allentown,PA
1N4AL2AP7BC342202,2004,Spyker,C8 Spyder Wide Body,Alexandria,VA
WBAYP9C57DD038167,2007,Volkswagen,Eos,West Palm Beach,FL
WBA3A9G59DN820227,2010,Audi,S6,Springfield,MO
WAUSH78E08A915847,1997,Suzuki,Swift,Seattle,WA
JTJYWRBZXF2027718,2008,Dodge,Grand Caravan,Mc Keesport,PA
WAUGFAFC2FN755826,1994,Ford,Econoline E350,Reno,NV
WBAHN83547D083779,2010,GMC,Acadia,Rochester,NY
1G6DA5EG4A0314983,2003,Buick,Regal,Chicago,IL
1GYS4AEF8CR505505,2009,Chrysler,300,Charleston,WV
2C3CCAKG5DH657533,2007,Nissan,Quest,Philadelphia,PA
WDCGG0EB2EG437141,2010,Lamborghini,Murciélago,Carlsbad,CA
JTEBU5JR9A5361668,1966,Oldsmobile,Toronado,Anaheim,CA
5TDDK3DC4FS330361,2008,Toyota,Camry Hybrid,Corpus Christi,TX
WBANU5C56AB459907,1996,Oldsmobile,88,Des Moines,IA
WBA1F7C56FV281720,1998,Oldsmobile,LSS,Buffalo,NY
WP0AB2A81FK666411,1996,Dodge,Grand Caravan,Amarillo,TX
WAUGU54D21N322833,2005,Nissan,Quest,Tulsa,OK
3N1AB6AP3AL260798,1995,Chevrolet,Monte Carlo,Los Angeles,CA
3C63DPGL9CG539301,1997,Suzuki,Sidekick,Atlanta,GA
JN8AF5MVXFT092929,1995,Volvo,960,Richmond,VA
JN8CS1MW8EM896113,1996,Dodge,Ram 2500 Club,Wichita,KS
WAUEF98EX7A627783,2005,Acura,TL,Tulsa,OK
WBA3B5C54FF671458,2008,Lexus,RX Hybrid,Washington,DC
1FA6P0G77E5408665,1998,Suzuki,X-90,Saint Petersburg,FL
1G6AG1RX7F0263345,1987,Ford,Laser,Harrisburg,PA
1G4GC5ER0CF435849,2005,BMW,5 Series,Grand Rapids,MI
WBXPC93457W301544,1992,BMW,7 Series,Dayton,OH
4JGDF2EE1EA514050,2004,Chevrolet,Silverado 1500,Salt Lake City,UT
1C4SDHCT7FC870465,1998,Chevrolet,G-Series 2500,Fort Wayne,IN
1FTDS3EL7AD004649,1994,Nissan,300ZX,Topeka,KS
1N6AA0EK0FN666800,1985,Pontiac,Sunbird,Charleston,SC
YV4902DZ5C2717267,1993,Chevrolet,Sportvan G20,Bloomington,IN
4T1BB3EK3BU179611,2004,Chevrolet,Express 2500,Lexington,KY
WBADX1C53CE694391,2008,GMC,Canyon,Flint,MI
SALFR2BN7AH714210,2004,Porsche,911,Tucson,AZ
WAUPL68E25A165698,2005,Toyota,Camry,Albany,NY
5TDBCRFH0FS722933,2002,Volvo,C70,Atlanta,GA
2B3CJ7DJ0BH278824,2005,Pontiac,Grand Am,Denver,CO
KMHTC6AD0EU331651,2008,Ford,Taurus X,Portsmouth,VA
SAJWA0FB8BL077427,2008,Chevrolet,Impala,Oklahoma City,OK
WDDLJ7DB3DA559398,2003,Honda,Insight,Worcester,MA
1C3CDFAA8ED007617,1996,Mazda,MPV,Savannah,GA
5GADS13S272421555,1993,Alfa Romeo,164,Miami,FL
5J8TB2H20AA922936,2006,Ford,Thunderbird,Minneapolis,MN
2B3CM5CT4BH671384,2012,Nissan,NV2500,Fayetteville,NC
2D4RN1AG8BR478463,1988,Ford,Bronco,Cincinnati,OH
1D7RE5GK1AS445355,2003,Chevrolet,TrailBlazer,Cambridge,MA
JTEBU5JR6B5786198,2005,Jaguar,S-Type,Houston,TX
3G5DA03E33S814721,1994,Pontiac,Firebird,Indianapolis,IN
WBAEJ13402A755568,2010,GMC,Savana 1500,Detroit,MI
1G6DH8E35E0935990,1995,Toyota,Avalon,Philadelphia,PA
WAUDF68E05A517378,2001,Saturn,S-Series,Iowa City,IA
1FADP3E22EL585121,2010,Mitsubishi,Eclipse,Charleston,WV
5UXFB33503L098607,1998,Chrysler,Town & Country,Brockton,MA
1FTWW3CY1AE181946,1984,Honda,CR-X,Reno,NV
3C6JD6DK3CG904195,2011,Honda,Ridgeline,Memphis,TN
5UXKS4C52F0787266,1995,Land Rover,Defender 90,Baton Rouge,LA
1FTEW1C8XAK665678,2012,Volvo,S80,Omaha,NE
1GT01ZCG7EF641211,1989,Ford,Bronco II,Clearwater,FL
WAUHFBFL8BN107895,2004,Ford,F150,Greensboro,NC
WA1DGBFE7ED411062,2011,Aston Martin,V12 Vantage,Biloxi,MS
WAUDFAFL9BA010060,1992,Nissan,Pathfinder,Seminole,FL
3D73M3CL4AG838902,1994,Subaru,Legacy,Portland,OR
SCBCU7ZA3BC358669,1993,Dodge,Ram Wagon B150,Midland,MI
1C6RD7NT1CS070856,2001,Lexus,RX,Rochester,NY
1G6AY5S37E0841163,1992,Hyundai,Elantra,El Paso,TX
3D73M3CL5BG912541,2009,Nissan,Rogue,Duluth,GA
1HGCP2E35AA113575,2006,BMW,3 Series,Paterson,NJ
1N6AA0CCXEN177153,1993,Dodge,Dakota,Vancouver,WA
WVWAN7AN3EE028569,2002,Chevrolet,Express 2500,Jacksonville,FL
JM1CW2BL9D0460861,2004,Lamborghini,Gallardo,Los Angeles,CA
WP1AA2A2XBL248699,2010,Aston Martin,Vantage,Knoxville,TN
WAUDH48H08K492148,1992,Honda,Civic,Pensacola,FL
SCBDP3ZA9AC581608,2001,Chevrolet,Express 1500,Memphis,TN
4T1BF3EK4AU550097,2004,Acura,TSX,Grand Rapids,MI
3VWF17AT3FM014566,2011,Ford,Explorer,Glendale,CA
YV4902DZ3C2513163,2005,Nissan,Armada,Las Vegas,NV
2T1BU4EE7CC471906,2010,Lamborghini,Gallardo,Bridgeport,CT
WAUCFAFR8FA686148,2000,Pontiac,Sunfire,Erie,PA
KMHDB8AE6BU637230,1996,Suzuki,Esteem,Washington,DC
WBAVT13506A516398,2001,BMW,M,Fairfield,CT
WAUGL98E87A073497,2010,Ford,Focus,Chicago,IL
WBAUN13509V533964,2008,Lincoln,MKX,Syracuse,NY
